CraneNO,OrderNO,RecTime,CurX,CurY,CurZ,
crane1-3,-1,221.0,271399.0,9622.0,6000.0,
crane1-3,-1,222.0,271399.0,9622.0,6000.0,
crane1-3,-1,223.0,271399.0,9622.0,6000.0,
crane1-3,-1,224.0,271399.0,9622.0,6000.0,
crane1-3,-1,225.0,271399.0,9622.0,6000.0,
crane1-3,-1,226.0,271399.0,9622.0,6000.0,
crane1-3,-1,227.0,271399.0,9622.0,6000.0,
crane1-3,-1,228.0,271399.0,9622.0,6000.0,
crane1-3,-1,229.0,271399.0,9622.0,6000.0,
crane1-3,-1,230.0,271399.0,9622.0,6000.0,
crane1-3,-1,231.0,271399.0,9622.0,6000.0,
crane1-3,-1,232.0,271399.0,9622.0,6000.0,
crane1-3,-1,233.0,271399.0,9622.0,6000.0,
crane1-3,-1,234.0,271399.0,9622.0,6000.0,
crane1-3,-1,235.0,271399.0,9622.0,6000.0,
crane1-3,-1,236.0,271399.0,9622.0,6000.0,
crane1-3,-1,237.0,271399.0,9622.0,6000.0,
crane1-3,-1,238.0,271399.0,9622.0,6000.0,
crane1-3,-1,239.0,271399.0,9622.0,6000.0,
crane1-3,-1,240.0,271399.0,9622.0,6000.0,
crane1-3,-1,241.0,271399.0,9622.0,6000.0,
crane1-3,-1,242.0,271399.0,9622.0,6000.0,
crane1-3,-1,243.0,271399.0,9622.0,6000.0,
crane1-3,-1,244.0,271399.0,9622.0,6000.0,
crane1-3,-1,245.0,271399.0,9622.0,6000.0,
crane1-3,-1,246.0,271399.0,9622.0,6000.0,
crane1-3,-1,247.0,271399.0,9622.0,6000.0,
crane1-3,-1,248.0,271399.0,9622.0,6000.0,
crane1-3,-1,249.0,271399.0,9622.0,6000.0,
crane1-3,-1,250.0,271399.0,9622.0,6000.0,
crane1-3,-1,251.0,271399.0,9622.0,6000.0,
crane1-3,-1,252.0,271399.0,9622.0,6000.0,
crane1-3,-1,253.0,271399.0,9622.0,6000.0,
crane1-3,-1,254.0,271399.0,9622.0,6000.0,
crane1-3,-1,255.0,271399.0,9622.0,6000.0,
crane1-3,-1,256.0,271399.0,9622.0,6000.0,
crane1-3,-1,257.0,271399.0,9622.0,6000.0,
crane1-3,-1,258.0,271399.0,9622.0,6000.0,
crane1-3,-1,259.0,271399.0,9622.0,6000.0,
crane1-3,-1,260.0,271399.0,9622.0,6000.0,
crane1-3,-1,261.0,271399.0,9622.0,6000.0,
crane1-3,-1,262.0,271399.0,9622.0,6000.0,
crane1-3,-1,263.0,271399.0,9622.0,6000.0,
crane1-3,-1,264.0,271399.0,9622.0,6000.0,
crane1-3,-1,265.0,271399.0,9622.0,6000.0,
crane1-3,-1,266.0,271399.0,9622.0,6000.0,
crane1-3,-1,267.0,271399.0,9622.0,6000.0,
crane1-3,-1,268.0,271399.0,9622.0,6000.0,
crane1-3,-1,269.0,271399.0,9622.0,6000.0,
crane1-3,-1,270.0,271399.0,9622.0,6000.0,
crane1-3,-1,271.0,271399.0,9622.0,6000.0,
crane1-3,-1,272.0,272899.0,9622.0,6000.0,
crane1-3,-1,273.0,274399.0,9622.0,6000.0,
crane1-3,-1,274.0,275899.0,9622.0,6000.0,
crane1-3,-1,275.0,277399.0,9622.0,6000.0,
crane1-3,-1,276.0,278899.0,9622.0,6000.0,
crane1-3,-1,277.0,280399.0,9622.0,6000.0,
crane1-3,-1,278.0,281899.0,9622.0,6000.0,
crane1-3,-1,279.0,283399.0,9622.0,6000.0,
crane1-3,-1,280.0,284899.0,9622.0,6000.0,
crane1-3,-1,281.0,286399.0,9622.0,6000.0,
crane1-3,-1,282.0,287899.0,9622.0,6000.0,
crane1-3,-1,283.0,289399.0,9622.0,6000.0,
crane1-3,5,284.0,289399.0,9422.0,5900.0,
crane1-3,5,285.0,289399.0,9222.0,5800.0,
crane1-3,5,286.0,289399.0,9022.0,5700.0,
crane1-3,5,287.0,289399.0,8822.0,5600.0,
crane1-3,5,288.0,289399.0,8622.0,5500.0,
crane1-3,5,289.0,289399.0,8422.0,5400.0,
crane1-3,5,290.0,289399.0,8222.0,5300.0,
crane1-3,5,291.0,289399.0,8022.0,5200.0,
crane1-3,5,292.0,289399.0,7822.0,5100.0,
crane1-3,5,293.0,289399.0,7622.0,5000.0,
crane1-3,5,294.0,289399.0,7422.0,4900.0,
crane1-3,5,295.0,289399.0,7222.0,4800.0,
crane1-3,5,296.0,289399.0,7022.0,4700.0,
crane1-3,5,297.0,289399.0,6822.0,4600.0,
crane1-3,5,298.0,289399.0,6622.0,4500.0,
crane1-3,5,299.0,289399.0,6422.0,4400.0,
crane1-3,5,300.0,289399.0,6222.0,4300.0,
crane1-3,5,301.0,289399.0,6022.0,4200.0,
crane1-3,5,302.0,289399.0,5822.0,4100.0,
crane1-3,5,303.0,289399.0,5622.0,4000.0,
crane1-3,5,304.0,289399.0,5422.0,3900.0,
crane1-3,5,305.0,289399.0,5222.0,3800.0,
crane1-3,5,306.0,289399.0,5022.0,3700.0,
crane1-3,5,307.0,289399.0,4822.0,3600.0,
crane1-3,5,308.0,289399.0,4622.0,3500.0,
crane1-3,5,309.0,289399.0,4422.0,3400.0,
crane1-3,5,310.0,289399.0,4222.0,3300.0,
crane1-3,5,311.0,289399.0,4022.0,3200.0,
crane1-3,5,312.0,289399.0,3822.0,3100.0,
crane1-3,5,313.0,289399.0,3622.0,3000.0,
crane1-3,5,314.0,289399.0,3622.0,2900.0,
crane1-3,5,315.0,289399.0,3622.0,2800.0,
crane1-3,5,316.0,289399.0,3622.0,2700.0,
crane1-3,5,317.0,289399.0,3622.0,2600.0,
crane1-3,5,318.0,289399.0,3622.0,2500.0,
crane1-3,5,319.0,289399.0,3622.0,2400.0,
crane1-3,5,320.0,289399.0,3622.0,2300.0,
crane1-3,5,321.0,289399.0,3622.0,2200.0,
crane1-3,5,322.0,289399.0,3622.0,2100.0,
crane1-3,5,323.0,289399.0,3622.0,2000.0,
crane1-3,5,324.0,289399.0,3622.0,1900.0,
crane1-3,5,325.0,289399.0,3622.0,1800.0,
crane1-3,5,326.0,289399.0,3622.0,1700.0,
crane1-3,5,327.0,289399.0,3622.0,1600.0,
crane1-3,5,328.0,289399.0,3622.0,1500.0,
crane1-3,5,329.0,289399.0,3622.0,1400.0,
crane1-3,5,330.0,289399.0,3622.0,1300.0,
crane1-3,5,331.0,289399.0,3622.0,1200.0,
crane1-3,5,332.0,289399.0,3622.0,1100.0,
crane1-3,5,333.0,289399.0,3622.0,1000.0,
crane1-3,5,334.0,287899.0,3622.0,1000.0,
crane1-3,5,335.0,286399.0,3622.0,1000.0,
crane1-3,5,336.0,284899.0,3622.0,1000.0,
crane1-3,5,337.0,283399.0,3622.0,1000.0,
crane1-3,5,338.0,281899.0,3622.0,1000.0,
crane1-3,5,339.0,280399.0,3622.0,1000.0,
crane1-3,5,340.0,278899.0,3622.0,1000.0,
crane1-3,5,341.0,277399.0,3622.0,1000.0,
crane1-3,5,342.0,275899.0,3622.0,1000.0,
crane1-3,5,343.0,274399.0,3622.0,1000.0,
crane1-3,5,344.0,272899.0,3622.0,1000.0,
crane1-3,5,345.0,271399.0,3622.0,1000.0,
crane1-3,5,346.0,269899.0,3622.0,1000.0,
crane1-3,5,347.0,268399.0,3622.0,1000.0,
crane1-3,5,348.0,268399.0,3622.0,1000.0,
crane1-3,5,349.0,268399.0,3622.0,1000.0,
crane1-3,5,350.0,268399.0,3622.0,1000.0,
crane1-3,5,351.0,268399.0,3622.0,1000.0,
crane1-3,5,352.0,268399.0,3622.0,1000.0,
crane1-3,5,353.0,268399.0,3622.0,1000.0,
crane1-3,5,354.0,268399.0,3622.0,1000.0,
crane1-3,5,355.0,268399.0,3622.0,1000.0,
crane1-3,5,356.0,268399.0,3622.0,1000.0,
crane1-3,5,357.0,268399.0,3622.0,1000.0,
crane1-3,5,358.0,268399.0,3622.0,1000.0,
crane1-3,5,359.0,268399.0,3622.0,1000.0,
crane1-3,5,360.0,268399.0,3622.0,1000.0,
crane1-3,5,361.0,268399.0,3622.0,1000.0,
crane1-3,5,362.0,268399.0,3622.0,1000.0,
crane1-3,5,363.0,268399.0,3622.0,1000.0,
crane1-3,5,364.0,268399.0,3622.0,1000.0,
crane1-3,5,365.0,268399.0,3622.0,1000.0,
crane1-3,5,366.0,268399.0,3622.0,1000.0,
crane1-3,5,367.0,268399.0,3622.0,1000.0,
crane1-3,5,368.0,268399.0,3622.0,1000.0,
crane1-3,5,369.0,268399.0,3622.0,1000.0,
crane1-3,5,370.0,268399.0,3622.0,1000.0,
crane1-3,5,371.0,268399.0,3622.0,1000.0,
crane1-3,5,372.0,268399.0,3622.0,1000.0,
crane1-3,5,373.0,268399.0,3622.0,1000.0,
crane1-3,5,374.0,268399.0,3622.0,1000.0,
crane1-3,5,375.0,268399.0,3622.0,1000.0,
crane1-3,5,376.0,268399.0,3622.0,1000.0,
crane1-3,5,377.0,268399.0,3622.0,1000.0,
crane1-3,5,378.0,268399.0,3622.0,1000.0,
crane1-3,5,379.0,268399.0,3622.0,1000.0,
crane1-3,5,380.0,268399.0,3622.0,1000.0,
crane1-3,5,381.0,268399.0,3622.0,1000.0,
crane1-3,5,382.0,268399.0,3622.0,1000.0,
crane1-3,5,383.0,268399.0,3622.0,1000.0,
crane1-3,5,384.0,268399.0,3622.0,1000.0,
crane1-3,5,385.0,268399.0,3622.0,1000.0,
crane1-3,5,386.0,268399.0,3622.0,1000.0,
crane1-3,5,387.0,268399.0,3622.0,1000.0,
crane1-3,5,388.0,268399.0,3622.0,1000.0,
crane1-3,5,389.0,268399.0,3622.0,1000.0,
crane1-3,5,390.0,268399.0,3622.0,1000.0,
crane1-3,5,391.0,268399.0,3622.0,1000.0,
crane1-3,5,392.0,268399.0,3622.0,1000.0,
crane1-3,5,393.0,268399.0,3622.0,1000.0,
crane1-3,5,394.0,268399.0,3622.0,1000.0,
crane1-3,5,395.0,268399.0,3622.0,1000.0,
crane1-3,5,396.0,268399.0,3622.0,1000.0,
crane1-3,5,397.0,268399.0,3622.0,1000.0,
crane1-3,5,398.0,268399.0,3622.0,1000.0,
crane1-3,5,399.0,268399.0,3622.0,1000.0,
crane1-3,5,400.0,268399.0,3622.0,1000.0,
crane1-3,5,401.0,268399.0,3622.0,1000.0,
crane1-3,5,402.0,268399.0,3622.0,1000.0,
crane1-3,5,403.0,268399.0,3622.0,1000.0,
crane1-3,5,404.0,268399.0,3622.0,1000.0,
crane1-3,5,405.0,268399.0,3622.0,1000.0,
crane1-3,5,406.0,268399.0,3622.0,1000.0,
crane1-3,5,407.0,268399.0,3622.0,1000.0,
crane1-3,5,408.0,268399.0,3622.0,1000.0,
crane1-3,5,409.0,268399.0,3622.0,1000.0,
crane1-3,5,410.0,268399.0,3622.0,1000.0,
crane1-3,5,411.0,268399.0,3622.0,1000.0,
crane1-3,5,412.0,268399.0,3622.0,1000.0,
crane1-3,5,413.0,268399.0,3622.0,1000.0,
crane1-3,5,414.0,268399.0,3622.0,1000.0,
crane1-3,5,415.0,268399.0,3622.0,1000.0,
crane1-3,5,416.0,268399.0,3622.0,1000.0,
crane1-3,5,417.0,268399.0,3622.0,1000.0,
crane1-3,5,418.0,268399.0,3622.0,1000.0,
crane1-3,5,419.0,268399.0,3622.0,1000.0,
crane1-3,5,420.0,268399.0,3622.0,1000.0,
crane1-3,5,421.0,268399.0,3622.0,1000.0,
crane1-3,5,422.0,268399.0,3622.0,1000.0,
crane1-3,5,423.0,268399.0,3622.0,1000.0,
crane1-3,5,424.0,268399.0,3622.0,1000.0,
crane1-3,5,425.0,268399.0,3622.0,1000.0,
crane1-3,5,426.0,268399.0,3622.0,1000.0,
crane1-3,5,427.0,268399.0,3622.0,1000.0,
crane1-3,5,428.0,268399.0,3622.0,1000.0,
crane1-3,5,429.0,268399.0,3622.0,1000.0,
crane1-3,5,430.0,268399.0,3622.0,1000.0,
crane1-3,5,431.0,268399.0,3622.0,1000.0,
crane1-3,5,432.0,268399.0,3622.0,1000.0,
crane1-3,5,433.0,268399.0,3622.0,1000.0,
crane1-3,5,434.0,266899.0,3622.0,1000.0,
crane1-3,5,435.0,265399.0,3622.0,1000.0,
crane1-3,5,436.0,265399.0,3622.0,1000.0,
crane1-3,5,437.0,265399.0,3622.0,1000.0,
crane1-3,5,438.0,265399.0,3622.0,1000.0,
crane1-3,5,439.0,265399.0,3622.0,1000.0,
crane1-3,5,440.0,265399.0,3622.0,1000.0,
crane1-3,5,441.0,265399.0,3622.0,1000.0,
crane1-3,5,442.0,265399.0,3622.0,1000.0,
crane1-3,5,443.0,265399.0,3622.0,1000.0,
crane1-3,5,444.0,265399.0,3622.0,1000.0,
crane1-3,5,445.0,265399.0,3622.0,1000.0,
crane1-3,5,446.0,265399.0,3622.0,1000.0,
crane1-3,5,447.0,265399.0,3622.0,1000.0,
crane1-3,5,448.0,265399.0,3622.0,1000.0,
crane1-3,5,449.0,265399.0,3622.0,1000.0,
crane1-3,5,450.0,265399.0,3622.0,1000.0,
crane1-3,5,451.0,265399.0,3622.0,1000.0,
crane1-3,5,452.0,265399.0,3622.0,1000.0,
crane1-3,5,453.0,265399.0,3622.0,1000.0,
crane1-3,5,454.0,265399.0,3622.0,1000.0,
crane1-3,5,455.0,265399.0,3622.0,1000.0,
crane1-3,5,456.0,265399.0,3622.0,1000.0,
crane1-3,5,457.0,265399.0,3622.0,1000.0,
crane1-3,5,458.0,265399.0,3622.0,1000.0,
crane1-3,5,459.0,265399.0,3622.0,1000.0,
crane1-3,5,460.0,265399.0,3622.0,1000.0,
crane1-3,5,461.0,265399.0,3622.0,1000.0,
crane1-3,5,462.0,265399.0,3622.0,1000.0,
crane1-3,5,463.0,265399.0,3622.0,1000.0,
crane1-3,5,464.0,265399.0,3622.0,1000.0,
crane1-3,5,465.0,265399.0,3622.0,1000.0,
crane1-3,5,466.0,265399.0,3622.0,1000.0,
crane1-3,5,467.0,265399.0,3622.0,1000.0,
crane1-3,5,468.0,265399.0,3622.0,1000.0,
crane1-3,5,469.0,265399.0,3622.0,1000.0,
crane1-3,5,470.0,265399.0,3622.0,1000.0,
crane1-3,5,471.0,265399.0,3622.0,1000.0,
crane1-3,5,472.0,265399.0,3622.0,1000.0,
crane1-3,5,473.0,265399.0,3622.0,1000.0,
crane1-3,5,474.0,265399.0,3622.0,1000.0,
crane1-3,5,475.0,265399.0,3622.0,1000.0,
crane1-3,5,476.0,265399.0,3622.0,1000.0,
crane1-3,5,477.0,265399.0,3622.0,1000.0,
crane1-3,5,478.0,265399.0,3622.0,1000.0,
crane1-3,5,479.0,265399.0,3622.0,1000.0,
crane1-3,5,480.0,265399.0,3622.0,1000.0,
crane1-3,5,481.0,265399.0,3622.0,1000.0,
crane1-3,5,482.0,265399.0,3622.0,1000.0,
crane1-3,5,483.0,265399.0,3622.0,1000.0,
crane1-3,5,484.0,265399.0,3622.0,1000.0,
crane1-3,5,485.0,265399.0,3622.0,1000.0,
crane1-3,5,486.0,265399.0,3622.0,1000.0,
crane1-3,5,487.0,265399.0,3622.0,1000.0,
crane1-3,5,488.0,265399.0,3622.0,1000.0,
crane1-3,5,489.0,265399.0,3622.0,1000.0,
crane1-3,5,490.0,265399.0,3622.0,1000.0,
crane1-3,5,491.0,265399.0,3622.0,1000.0,
crane1-3,5,492.0,265399.0,3622.0,1000.0,
crane1-3,5,493.0,265399.0,3622.0,1000.0,
crane1-3,5,494.0,265399.0,3622.0,1000.0,
