CraneNO,OrderNO,RecTime,CurX,CurY,CurZ,
crane1-2,8,107.0,231399.0,4622.0,1600.0,
crane1-2,8,108.0,231399.0,4622.0,1700.0,
crane1-2,8,109.0,231399.0,4622.0,1800.0,
crane1-2,8,110.0,231399.0,4622.0,1900.0,
crane1-2,8,111.0,231399.0,4622.0,2000.0,
crane1-2,8,112.0,231399.0,4622.0,2100.0,
crane1-2,8,113.0,231399.0,4622.0,2200.0,
crane1-2,8,114.0,231399.0,4622.0,2300.0,
crane1-2,8,115.0,231399.0,4622.0,2400.0,
crane1-2,8,116.0,231399.0,4622.0,2500.0,
crane1-2,8,117.0,231399.0,4622.0,2600.0,
crane1-2,8,118.0,231399.0,4622.0,2700.0,
crane1-2,8,119.0,231399.0,4622.0,2800.0,
crane1-2,8,120.0,231399.0,4622.0,2900.0,
crane1-2,8,121.0,231399.0,4622.0,3000.0,
crane1-2,8,122.0,231399.0,4622.0,3100.0,
crane1-2,8,123.0,231399.0,4622.0,3200.0,
crane1-2,8,124.0,231399.0,4622.0,3300.0,
crane1-2,8,125.0,231399.0,4622.0,3400.0,
crane1-2,8,126.0,231399.0,4622.0,3500.0,
crane1-2,8,127.0,231399.0,4622.0,3600.0,
crane1-2,8,128.0,231399.0,4622.0,3700.0,
crane1-2,8,129.0,231399.0,4622.0,3800.0,
crane1-2,8,130.0,231399.0,4622.0,3900.0,
crane1-2,8,131.0,231399.0,4622.0,4000.0,
crane1-2,8,132.0,231399.0,4622.0,4100.0,
crane1-2,8,133.0,231399.0,4622.0,4200.0,
crane1-2,8,134.0,231399.0,4622.0,4300.0,
crane1-2,8,135.0,231399.0,4622.0,4400.0,
crane1-2,8,136.0,231399.0,4622.0,4500.0,
crane1-2,8,137.0,231399.0,4622.0,4600.0,
crane1-2,8,138.0,231399.0,4622.0,4700.0,
crane1-2,8,139.0,231399.0,4622.0,4800.0,
crane1-2,8,140.0,231399.0,4622.0,4900.0,
crane1-2,8,141.0,231399.0,4622.0,5000.0,
crane1-2,8,142.0,231399.0,4622.0,5100.0,
crane1-2,8,143.0,231399.0,4622.0,5200.0,
crane1-2,8,144.0,231399.0,4622.0,5300.0,
crane1-2,8,145.0,231399.0,4622.0,5400.0,
crane1-2,8,146.0,231399.0,4622.0,5500.0,
crane1-2,8,147.0,231399.0,4622.0,5600.0,
crane1-2,8,148.0,231399.0,4622.0,5700.0,
crane1-2,8,149.0,231399.0,4622.0,5800.0,
crane1-2,8,150.0,231399.0,4622.0,5900.0,
crane1-2,8,151.0,231399.0,4622.0,6000.0,
crane1-2,8,152.0,229899.0,4822.0,5900.0,
crane1-2,8,153.0,228399.0,5022.0,5800.0,
crane1-2,8,154.0,226899.0,5222.0,5700.0,
crane1-2,8,155.0,225399.0,5422.0,5600.0,
crane1-2,8,156.0,224399.0,5622.0,5500.0,
crane1-2,8,157.0,224399.0,5822.0,5400.0,
crane1-2,8,158.0,224399.0,6022.0,5300.0,
crane1-2,8,159.0,224399.0,6222.0,5200.0,
crane1-2,8,160.0,224399.0,6422.0,5100.0,
crane1-2,8,161.0,224399.0,6622.0,5000.0,
crane1-2,8,162.0,224399.0,6822.0,4900.0,
crane1-2,8,163.0,224399.0,7022.0,4800.0,
crane1-2,8,164.0,224399.0,7222.0,4700.0,
crane1-2,8,165.0,224399.0,7422.0,4600.0,
crane1-2,8,166.0,224399.0,7622.0,4500.0,
crane1-2,8,167.0,224399.0,7822.0,4400.0,
crane1-2,8,168.0,224399.0,8022.0,4300.0,
crane1-2,8,169.0,224399.0,8222.0,4200.0,
crane1-2,8,170.0,224399.0,8422.0,4100.0,
crane1-2,8,171.0,224399.0,8622.0,4000.0,
crane1-2,8,172.0,224399.0,8822.0,3900.0,
crane1-2,8,173.0,224399.0,9022.0,3800.0,
crane1-2,8,174.0,224399.0,9222.0,3700.0,
crane1-2,8,175.0,224399.0,9422.0,3600.0,
crane1-2,8,176.0,224399.0,9622.0,3500.0,
crane1-2,8,177.0,224399.0,9822.0,3400.0,
crane1-2,8,178.0,224399.0,10022.0,3300.0,
crane1-2,8,179.0,224399.0,10222.0,3200.0,
crane1-2,8,180.0,224399.0,10422.0,3100.0,
crane1-2,8,181.0,224399.0,10622.0,3000.0,
crane1-2,8,182.0,224399.0,10822.0,2900.0,
crane1-2,8,183.0,224399.0,11022.0,2800.0,
crane1-2,8,184.0,224399.0,11222.0,2700.0,
crane1-2,8,185.0,224399.0,11422.0,2600.0,
crane1-2,8,186.0,224399.0,11622.0,2500.0,
crane1-2,8,187.0,224399.0,11822.0,2400.0,
crane1-2,8,188.0,224399.0,12022.0,2300.0,
crane1-2,8,189.0,224399.0,12222.0,2200.0,
crane1-2,8,190.0,224399.0,12422.0,2100.0,
crane1-2,8,191.0,224399.0,12622.0,2000.0,
crane1-2,8,192.0,224399.0,12822.0,1900.0,
crane1-2,8,193.0,224399.0,13022.0,1800.0,
crane1-2,8,194.0,224399.0,13222.0,1700.0,
crane1-2,8,195.0,224399.0,13422.0,1600.0,
crane1-2,8,196.0,224399.0,13622.0,1500.0,
crane1-2,8,197.0,224399.0,13822.0,1400.0,
crane1-2,8,198.0,224399.0,14022.0,1300.0,
crane1-2,8,199.0,224399.0,14222.0,1200.0,
crane1-2,8,200.0,224399.0,14422.0,1100.0,
crane1-2,8,201.0,224399.0,14622.0,1000.0,
crane1-2,8,202.0,224399.0,14822.0,1000.0,
crane1-2,8,203.0,224399.0,15022.0,1000.0,
crane1-2,8,204.0,224399.0,15222.0,1000.0,
crane1-2,8,205.0,224399.0,15422.0,1000.0,
crane1-2,8,206.0,224399.0,15622.0,1000.0,
crane1-2,8,207.0,225899.0,15822.0,1000.0,
crane1-2,8,208.0,227399.0,16022.0,1000.0,
crane1-2,8,209.0,228899.0,16222.0,1000.0,
crane1-2,8,210.0,230399.0,16422.0,1000.0,
crane1-2,8,211.0,231899.0,16622.0,1000.0,
crane1-2,8,212.0,233399.0,16822.0,1000.0,
crane1-2,8,213.0,234899.0,17022.0,1000.0,
crane1-2,8,214.0,236399.0,17222.0,1000.0,
crane1-2,8,215.0,237899.0,17422.0,1000.0,
crane1-2,8,216.0,239399.0,17622.0,1000.0,
crane1-2,8,217.0,240899.0,17822.0,1000.0,
crane1-2,8,218.0,242399.0,18022.0,1000.0,
crane1-2,8,219.0,243899.0,18222.0,1000.0,
crane1-2,8,220.0,245399.0,18422.0,1000.0,
crane1-2,8,221.0,245399.0,18622.0,1000.0,
crane1-2,8,222.0,245399.0,18622.0,1100.0,
crane1-2,8,223.0,245399.0,18622.0,1200.0,
crane1-2,8,224.0,245399.0,18622.0,1300.0,
crane1-2,8,225.0,245399.0,18622.0,1400.0,
crane1-2,8,226.0,245399.0,18622.0,1500.0,
crane1-2,8,227.0,245399.0,18622.0,1600.0,
crane1-2,8,228.0,245399.0,18622.0,1700.0,
crane1-2,8,229.0,245399.0,18622.0,1800.0,
crane1-2,8,230.0,245399.0,18622.0,1900.0,
crane1-2,8,231.0,245399.0,18622.0,2000.0,
crane1-2,8,232.0,245399.0,18622.0,2100.0,
crane1-2,8,233.0,245399.0,18622.0,2200.0,
crane1-2,8,234.0,245399.0,18622.0,2300.0,
crane1-2,8,235.0,245399.0,18622.0,2400.0,
crane1-2,8,236.0,245399.0,18622.0,2500.0,
crane1-2,8,237.0,245399.0,18622.0,2600.0,
crane1-2,8,238.0,245399.0,18622.0,2700.0,
crane1-2,8,239.0,245399.0,18622.0,2800.0,
crane1-2,8,240.0,245399.0,18622.0,2900.0,
crane1-2,8,241.0,245399.0,18622.0,3000.0,
crane1-2,8,242.0,245399.0,18622.0,3100.0,
crane1-2,8,243.0,245399.0,18622.0,3200.0,
crane1-2,8,244.0,245399.0,18622.0,3300.0,
crane1-2,8,245.0,245399.0,18622.0,3400.0,
crane1-2,8,246.0,245399.0,18622.0,3500.0,
crane1-2,8,247.0,245399.0,18622.0,3600.0,
crane1-2,8,248.0,245399.0,18622.0,3700.0,
crane1-2,8,249.0,245399.0,18622.0,3800.0,
crane1-2,8,250.0,245399.0,18622.0,3900.0,
crane1-2,8,251.0,245399.0,18622.0,4000.0,
crane1-2,8,252.0,245399.0,18622.0,4100.0,
crane1-2,8,253.0,245399.0,18622.0,4200.0,
crane1-2,8,254.0,245399.0,18622.0,4300.0,
crane1-2,8,255.0,245399.0,18622.0,4400.0,
crane1-2,8,256.0,245399.0,18622.0,4500.0,
crane1-2,8,257.0,245399.0,18622.0,4600.0,
crane1-2,8,258.0,245399.0,18622.0,4700.0,
crane1-2,8,259.0,245399.0,18622.0,4800.0,
crane1-2,8,260.0,245399.0,18622.0,4900.0,
crane1-2,8,261.0,245399.0,18622.0,5000.0,
crane1-2,8,262.0,245399.0,18622.0,5100.0,
crane1-2,8,263.0,245399.0,18622.0,5200.0,
crane1-2,8,264.0,245399.0,18622.0,5300.0,
crane1-2,8,265.0,245399.0,18622.0,5400.0,
crane1-2,8,266.0,245399.0,18622.0,5500.0,
crane1-2,8,267.0,245399.0,18622.0,5600.0,
crane1-2,8,268.0,245399.0,18622.0,5700.0,
crane1-2,8,269.0,245399.0,18622.0,5800.0,
crane1-2,8,270.0,245399.0,18622.0,5900.0,
crane1-2,8,271.0,245399.0,18622.0,6000.0,
crane1-2,-1,272.0,246899.0,18622.0,6000.0,
crane1-2,-1,273.0,248399.0,18622.0,6000.0,
crane1-2,-1,274.0,249899.0,18622.0,6000.0,
crane1-2,-1,275.0,251399.0,18622.0,6000.0,
crane1-2,-1,276.0,252899.0,18622.0,6000.0,
crane1-2,-1,277.0,254399.0,18622.0,6000.0,
crane1-2,-1,278.0,255899.0,18622.0,6000.0,
crane1-2,-1,279.0,257399.0,18622.0,6000.0,
crane1-2,-1,280.0,258899.0,18622.0,6000.0,
crane1-2,-1,281.0,260399.0,18622.0,6000.0,
crane1-2,-1,282.0,261899.0,18622.0,6000.0,
crane1-2,-1,283.0,263399.0,18622.0,6000.0,
crane1-2,1,284.0,263399.0,18422.0,5900.0,
crane1-2,1,285.0,263399.0,18222.0,5800.0,
crane1-2,1,286.0,263399.0,18022.0,5700.0,
crane1-2,1,287.0,263399.0,17822.0,5600.0,
crane1-2,1,288.0,263399.0,17622.0,5500.0,
crane1-2,1,289.0,263399.0,17422.0,5400.0,
crane1-2,1,290.0,263399.0,17222.0,5300.0,
crane1-2,1,291.0,263399.0,17022.0,5200.0,
crane1-2,1,292.0,263399.0,16822.0,5100.0,
crane1-2,1,293.0,263399.0,16622.0,5000.0,
crane1-2,1,294.0,263399.0,16422.0,4900.0,
crane1-2,1,295.0,263399.0,16222.0,4800.0,
crane1-2,1,296.0,263399.0,16022.0,4700.0,
crane1-2,1,297.0,263399.0,15822.0,4600.0,
crane1-2,1,298.0,263399.0,15622.0,4500.0,
crane1-2,1,299.0,263399.0,15422.0,4400.0,
crane1-2,1,300.0,263399.0,15222.0,4300.0,
crane1-2,1,301.0,263399.0,15022.0,4200.0,
crane1-2,1,302.0,263399.0,14822.0,4100.0,
crane1-2,1,303.0,263399.0,14622.0,4000.0,
crane1-2,1,304.0,263399.0,14422.0,3900.0,
crane1-2,1,305.0,263399.0,14222.0,3800.0,
crane1-2,1,306.0,263399.0,14022.0,3700.0,
crane1-2,1,307.0,263399.0,13822.0,3600.0,
crane1-2,1,308.0,263399.0,13622.0,3500.0,
crane1-2,1,309.0,263399.0,13422.0,3400.0,
crane1-2,1,310.0,263399.0,13222.0,3300.0,
crane1-2,1,311.0,263399.0,13022.0,3200.0,
crane1-2,1,312.0,263399.0,12822.0,3100.0,
crane1-2,1,313.0,263399.0,12622.0,3000.0,
crane1-2,1,314.0,263399.0,12422.0,2900.0,
crane1-2,1,315.0,263399.0,12222.0,2800.0,
crane1-2,1,316.0,263399.0,12022.0,2700.0,
crane1-2,1,317.0,263399.0,11822.0,2600.0,
crane1-2,1,318.0,263399.0,11622.0,2500.0,
crane1-2,1,319.0,263399.0,11422.0,2400.0,
crane1-2,1,320.0,263399.0,11222.0,2300.0,
crane1-2,1,321.0,263399.0,11022.0,2200.0,
crane1-2,1,322.0,263399.0,10822.0,2100.0,
crane1-2,1,323.0,263399.0,10622.0,2000.0,
crane1-2,1,324.0,263399.0,10422.0,1900.0,
crane1-2,1,325.0,263399.0,10222.0,1800.0,
crane1-2,1,326.0,263399.0,10022.0,1700.0,
crane1-2,1,327.0,263399.0,9822.0,1600.0,
crane1-2,1,328.0,263399.0,9622.0,1500.0,
crane1-2,1,329.0,263399.0,9422.0,1400.0,
crane1-2,1,330.0,263399.0,9222.0,1300.0,
crane1-2,1,331.0,263399.0,9022.0,1200.0,
crane1-2,1,332.0,263399.0,8822.0,1100.0,
crane1-2,1,333.0,263399.0,8622.0,1000.0,
crane1-2,1,334.0,261899.0,8422.0,1000.0,
crane1-2,1,335.0,260399.0,8222.0,1000.0,
crane1-2,1,336.0,258899.0,8022.0,1000.0,
crane1-2,1,337.0,257399.0,7822.0,1000.0,
crane1-2,1,338.0,255899.0,7622.0,1000.0,
crane1-2,1,339.0,254399.0,7422.0,1000.0,
crane1-2,1,340.0,252899.0,7222.0,1000.0,
crane1-2,1,341.0,251399.0,7022.0,1000.0,
crane1-2,1,342.0,249899.0,6822.0,1000.0,
crane1-2,1,343.0,248399.0,6622.0,1000.0,
crane1-2,1,344.0,246899.0,6422.0,1000.0,
crane1-2,1,345.0,245399.0,6222.0,1000.0,
crane1-2,1,346.0,243899.0,6022.0,1000.0,
crane1-2,1,347.0,242399.0,5822.0,1000.0,
crane1-2,1,348.0,242399.0,5622.0,1000.0,
crane1-2,1,349.0,242399.0,5422.0,1000.0,
crane1-2,1,350.0,242399.0,5222.0,1000.0,
crane1-2,1,351.0,242399.0,5022.0,1000.0,
crane1-2,1,352.0,242399.0,4822.0,1000.0,
crane1-2,1,353.0,242399.0,4622.0,1000.0,
crane1-2,1,354.0,242399.0,4622.0,1100.0,
crane1-2,1,355.0,242399.0,4622.0,1200.0,
crane1-2,1,356.0,242399.0,4622.0,1300.0,
crane1-2,1,357.0,242399.0,4622.0,1400.0,
crane1-2,1,358.0,242399.0,4622.0,1500.0,
crane1-2,1,359.0,242399.0,4622.0,1600.0,
crane1-2,1,360.0,242399.0,4622.0,1700.0,
crane1-2,1,361.0,242399.0,4622.0,1800.0,
crane1-2,1,362.0,242399.0,4622.0,1900.0,
crane1-2,1,363.0,242399.0,4622.0,2000.0,
crane1-2,1,364.0,242399.0,4622.0,2100.0,
crane1-2,1,365.0,242399.0,4622.0,2200.0,
crane1-2,1,366.0,242399.0,4622.0,2300.0,
crane1-2,1,367.0,242399.0,4622.0,2400.0,
crane1-2,1,368.0,242399.0,4622.0,2500.0,
crane1-2,1,369.0,242399.0,4622.0,2600.0,
crane1-2,1,370.0,242399.0,4622.0,2700.0,
crane1-2,1,371.0,242399.0,4622.0,2800.0,
crane1-2,1,372.0,242399.0,4622.0,2900.0,
crane1-2,1,373.0,242399.0,4622.0,3000.0,
crane1-2,1,374.0,242399.0,4622.0,3100.0,
crane1-2,1,375.0,242399.0,4622.0,3200.0,
crane1-2,1,376.0,242399.0,4622.0,3300.0,
crane1-2,1,377.0,242399.0,4622.0,3400.0,
crane1-2,1,378.0,242399.0,4622.0,3500.0,
crane1-2,1,379.0,242399.0,4622.0,3600.0,
crane1-2,1,380.0,242399.0,4622.0,3700.0,
crane1-2,1,381.0,242399.0,4622.0,3800.0,
crane1-2,1,382.0,242399.0,4622.0,3900.0,
crane1-2,1,383.0,242399.0,4622.0,4000.0,
crane1-2,1,384.0,242399.0,4622.0,4100.0,
crane1-2,1,385.0,242399.0,4622.0,4200.0,
crane1-2,1,386.0,242399.0,4622.0,4300.0,
crane1-2,1,387.0,242399.0,4622.0,4400.0,
crane1-2,1,388.0,242399.0,4622.0,4500.0,
crane1-2,1,389.0,242399.0,4622.0,4600.0,
crane1-2,1,390.0,242399.0,4622.0,4700.0,
crane1-2,1,391.0,242399.0,4622.0,4800.0,
crane1-2,1,392.0,242399.0,4622.0,4900.0,
crane1-2,1,393.0,242399.0,4622.0,5000.0,
crane1-2,1,394.0,242399.0,4622.0,5100.0,
crane1-2,1,395.0,242399.0,4622.0,5200.0,
crane1-2,1,396.0,242399.0,4622.0,5300.0,
crane1-2,1,397.0,242399.0,4622.0,5400.0,
crane1-2,1,398.0,242399.0,4622.0,5500.0,
crane1-2,1,399.0,242399.0,4622.0,5600.0,
crane1-2,1,400.0,242399.0,4622.0,5700.0,
crane1-2,1,401.0,242399.0,4622.0,5800.0,
crane1-2,1,402.0,242399.0,4622.0,5900.0,
crane1-2,1,403.0,242399.0,4622.0,6000.0,
crane1-2,1,404.0,242399.0,4822.0,5900.0,
crane1-2,1,405.0,242399.0,5022.0,5800.0,
crane1-2,1,406.0,242399.0,5222.0,5700.0,
crane1-2,1,407.0,242399.0,5422.0,5600.0,
crane1-2,1,408.0,242399.0,5622.0,5500.0,
crane1-2,1,409.0,242399.0,5622.0,5400.0,
crane1-2,1,410.0,242399.0,5622.0,5300.0,
crane1-2,1,411.0,242399.0,5622.0,5200.0,
crane1-2,1,412.0,242399.0,5622.0,5100.0,
crane1-2,1,413.0,242399.0,5622.0,5000.0,
crane1-2,1,414.0,242399.0,5622.0,4900.0,
crane1-2,1,415.0,242399.0,5622.0,4800.0,
crane1-2,1,416.0,242399.0,5622.0,4700.0,
crane1-2,1,417.0,242399.0,5622.0,4600.0,
crane1-2,1,418.0,242399.0,5622.0,4500.0,
crane1-2,1,419.0,242399.0,5622.0,4400.0,
crane1-2,1,420.0,242399.0,5622.0,4300.0,
crane1-2,1,421.0,242399.0,5622.0,4200.0,
crane1-2,1,422.0,242399.0,5622.0,4100.0,
crane1-2,1,423.0,242399.0,5622.0,4000.0,
crane1-2,1,424.0,242399.0,5622.0,3900.0,
crane1-2,1,425.0,242399.0,5622.0,3800.0,
crane1-2,1,426.0,242399.0,5622.0,3700.0,
crane1-2,1,427.0,242399.0,5622.0,3600.0,
crane1-2,1,428.0,242399.0,5622.0,3500.0,
crane1-2,1,429.0,242399.0,5622.0,3400.0,
crane1-2,1,430.0,242399.0,5622.0,3300.0,
crane1-2,1,431.0,242399.0,5622.0,3200.0,
crane1-2,1,432.0,242399.0,5622.0,3100.0,
crane1-2,1,433.0,242399.0,5622.0,3000.0,
crane1-2,1,434.0,240899.0,5622.0,2900.0,
crane1-2,1,435.0,239399.0,5622.0,2800.0,
crane1-2,1,436.0,239399.0,5622.0,2700.0,
crane1-2,1,437.0,239399.0,5622.0,2600.0,
crane1-2,1,438.0,239399.0,5622.0,2500.0,
crane1-2,1,439.0,239399.0,5622.0,2400.0,
crane1-2,1,440.0,239399.0,5622.0,2300.0,
crane1-2,1,441.0,239399.0,5622.0,2200.0,
crane1-2,1,442.0,239399.0,5622.0,2100.0,
crane1-2,1,443.0,239399.0,5622.0,2000.0,
crane1-2,1,444.0,239399.0,5622.0,1900.0,
crane1-2,1,445.0,239399.0,5622.0,1800.0,
crane1-2,1,446.0,239399.0,5622.0,1700.0,
crane1-2,1,447.0,239399.0,5622.0,1600.0,
crane1-2,1,448.0,239399.0,5622.0,1500.0,
crane1-2,1,449.0,239399.0,5622.0,1400.0,
crane1-2,1,450.0,239399.0,5622.0,1300.0,
crane1-2,1,451.0,239399.0,5622.0,1200.0,
crane1-2,1,452.0,239399.0,5622.0,1100.0,
crane1-2,1,453.0,239399.0,5622.0,1000.0,
crane1-2,1,454.0,239399.0,5622.0,1100.0,
crane1-2,1,455.0,239399.0,5622.0,1200.0,
crane1-2,1,456.0,239399.0,5622.0,1300.0,
crane1-2,1,457.0,239399.0,5622.0,1400.0,
crane1-2,1,458.0,239399.0,5622.0,1500.0,
crane1-2,1,459.0,239399.0,5622.0,1600.0,
crane1-2,1,460.0,239399.0,5622.0,1700.0,
crane1-2,1,461.0,239399.0,5622.0,1800.0,
crane1-2,1,462.0,239399.0,5622.0,1900.0,
crane1-2,1,463.0,239399.0,5622.0,2000.0,
crane1-2,1,464.0,239399.0,5622.0,2100.0,
crane1-2,1,465.0,239399.0,5622.0,2200.0,
crane1-2,1,466.0,239399.0,5622.0,2300.0,
crane1-2,1,467.0,239399.0,5622.0,2400.0,
crane1-2,1,468.0,239399.0,5622.0,2500.0,
crane1-2,1,469.0,239399.0,5622.0,2600.0,
crane1-2,1,470.0,239399.0,5622.0,2700.0,
crane1-2,1,471.0,239399.0,5622.0,2800.0,
crane1-2,1,472.0,239399.0,5622.0,2900.0,
crane1-2,1,473.0,239399.0,5622.0,3000.0,
crane1-2,1,474.0,239399.0,5622.0,3100.0,
crane1-2,1,475.0,239399.0,5622.0,3200.0,
crane1-2,1,476.0,239399.0,5622.0,3300.0,
crane1-2,1,477.0,239399.0,5622.0,3400.0,
crane1-2,1,478.0,239399.0,5622.0,3500.0,
crane1-2,1,479.0,239399.0,5622.0,3600.0,
crane1-2,1,480.0,239399.0,5622.0,3700.0,
crane1-2,1,481.0,239399.0,5622.0,3800.0,
crane1-2,1,482.0,239399.0,5622.0,3900.0,
crane1-2,1,483.0,239399.0,5622.0,4000.0,
crane1-2,1,484.0,239399.0,5622.0,4100.0,
crane1-2,1,485.0,239399.0,5622.0,4200.0,
crane1-2,1,486.0,239399.0,5622.0,4300.0,
crane1-2,1,487.0,239399.0,5622.0,4400.0,
crane1-2,1,488.0,239399.0,5622.0,4500.0,
crane1-2,1,489.0,239399.0,5622.0,4600.0,
crane1-2,1,490.0,239399.0,5622.0,4700.0,
crane1-2,1,491.0,239399.0,5622.0,4800.0,
crane1-2,1,492.0,239399.0,5622.0,4900.0,
crane1-2,1,493.0,239399.0,5622.0,5000.0,
crane1-2,1,494.0,239399.0,5622.0,5100.0,
crane1-2,1,495.0,239399.0,5622.0,5200.0,
crane1-2,1,496.0,239399.0,5622.0,5300.0,
