CraneNO,OrderNO,ControlMode,RecTime,CurX,CurY,CurZ,CurHasCoil,PlanUpX,PlanUpY,PlanUpZ,PlanDownX,PlanDownY,PlanDownZ,
1_2,999999,4,20200925151008,120766,22008,6011,1,999999,999999,999999,122500,999999,999999,
1_2,999999,4,20200925151009,121310,22008,6011,1,999999,999999,999999,122500,999999,999999,
1_2,999999,4,20200925151010,121632,22008,6011,1,999999,999999,999999,122500,999999,999999,
1_2,999999,4,20200925151011,121704,22009,6011,1,999999,999999,999999,122500,999999,999999,
1_2,999999,4,20200925151012,121810,22009,6011,1,999999,999999,999999,122500,999999,999999,
1_2,999999,4,20200925151013,121890,22009,6011,1,999999,999999,999999,122500,999999,999999,
1_2,999999,4,20200925151014,121974,22009,6011,1,999999,999999,999999,122500,999999,999999,
1_2,999999,4,20200925151015,122054,22009,6011,1,999999,999999,999999,122500,999999,999999,
1_2,999999,4,20200925151016,122152,22008,6011,1,999999,999999,999999,122500,999999,999999,
1_2,999999,4,20200925151017,122246,22009,6011,1,999999,999999,999999,122500,999999,999999,
1_2,999999,4,20200925151018,122338,22009,6011,1,999999,999999,999999,122500,999999,999999,
1_2,999999,4,20200925151019,122380,22009,6011,1,999999,999999,999999,122500,999999,999999,
1_2,999999,4,20200925151020,122434,22009,6011,1,999999,999999,999999,122500,999999,999999,
1_2,999999,4,20200925151021,122456,22009,6011,1,999999,999999,999999,122500,999999,999999,
1_2,999999,4,20200925151022,122464,22009,6011,1,999999,999999,999999,122500,999999,999999,
1_2,999999,4,20200925151023,122470,22009,6011,1,999999,999999,999999,122500,999999,999999,
1_2,999999,4,20200925151024,122476,22009,6011,1,999999,999999,999999,122500,999999,999999,
1_2,999999,4,20200925151025,122480,22009,6011,1,999999,999999,999999,122500,999999,999999,
1_2,999999,4,20200925151026,122476,22009,6011,1,999999,999999,999999,122500,999999,999999,
1_2,999999,4,20200925151027,122478,22008,6011,1,999999,999999,999999,122500,999999,999999,
1_2,999999,4,20200925151028,122478,22009,6011,1,999999,999999,999999,122500,999999,999999,
1_2,999999,4,20200925151029,122478,22008,6011,1,999999,999999,999999,122500,999999,999999,
1_2,999999,4,20200925151030,122478,22009,6011,1,999999,999999,999999,122500,999999,999999,
1_2,999999,4,20200925151031,122478,22009,6011,1,999999,999999,999999,122500,999999,999999,
1_2,999999,4,20200925151032,122478,22009,6011,1,999999,999999,999999,122500,999999,999999,
1_2,999999,4,20200925151033,122478,22009,6011,1,999999,999999,999999,122500,999999,999999,
1_2,999999,4,20200925151034,122478,22009,6011,1,999999,999999,999999,122500,999999,999999,
1_2,999999,4,20200925151035,122478,22009,6011,1,999999,999999,999999,122500,999999,999999,
1_2,999999,4,20200925151036,122478,22009,6011,1,999999,999999,999999,122500,999999,999999,
1_2,999999,4,20200925151037,122478,22008,6011,1,999999,999999,999999,122500,999999,999999,
1_2,999999,4,20200925151038,122478,22009,6011,1,999999,999999,999999,122500,999999,999999,
1_2,999999,4,20200925151039,122478,22009,6011,1,999999,999999,999999,122500,999999,999999,
1_2,999999,4,20200925151040,122478,22008,6011,1,999999,999999,999999,122500,999999,999999,
1_2,999999,4,20200925151041,122478,22009,6011,1,999999,999999,999999,122500,999999,999999,
1_2,999999,4,20200925151042,122478,22009,6011,1,999999,999999,999999,122500,999999,999999,
1_2,999999,4,20200925151043,122478,22009,6011,1,999999,999999,999999,122500,999999,999999,
1_2,999999,4,20200925151044,122478,22008,6011,1,999999,999999,999999,122500,999999,999999,
1_2,999999,4,20200925151045,122478,22009,6011,1,999999,999999,999999,122500,999999,999999,
1_2,999999,4,20200925151046,122478,22009,6011,1,999999,999999,999999,122500,999999,999999,
1_2,999999,4,20200925151047,122478,22009,6011,1,999999,999999,999999,122500,999999,999999,
1_2,999999,4,20200925151048,122478,22009,6011,1,999999,999999,999999,122500,999999,999999,
1_2,999999,4,20200925151049,122478,22009,6011,1,999999,999999,999999,122500,999999,999999,
1_2,999999,4,20200925151050,122478,22008,6011,1,999999,999999,999999,122500,999999,999999,
1_2,999999,4,20200925151051,122478,22009,6011,1,999999,999999,999999,122500,999999,999999,
1_2,999999,4,20200925151052,122478,22009,6011,1,999999,999999,999999,122500,999999,999999,
1_2,999999,4,20200925151053,122478,22009,6011,1,999999,999999,999999,122500,999999,999999,
1_2,999999,4,20200925151054,122478,22009,6011,1,999999,999999,999999,122500,999999,999999,
1_2,999999,4,20200925151055,122478,22009,6011,1,999999,999999,999999,122500,999999,999999,
1_2,999999,4,20200925151056,122478,22009,6011,1,999999,999999,999999,122500,999999,999999,
1_2,999999,4,20200925151057,122478,22009,6011,1,999999,999999,999999,122500,999999,999999,
1_2,999999,4,20200925151058,122478,22009,6011,1,999999,999999,999999,122500,999999,999999,
1_2,999999,4,20200925151059,122478,22009,6011,1,999999,999999,999999,122500,999999,999999,
1_2,999999,4,20200925151100,122478,22008,6011,1,999999,999999,999999,122500,999999,999999,
1_2,999999,4,20200925151101,122478,22009,6011,1,999999,999999,999999,122500,999999,999999,
1_2,999999,4,20200925151102,122476,22009,6011,1,999999,999999,999999,122500,999999,999999,
1_2,999999,4,20200925151103,122478,22009,6011,1,999999,999999,999999,122500,999999,999999,
1_2,999999,4,20200925151104,122478,22008,6011,1,999999,999999,999999,122500,999999,999999,
1_2,999999,4,20200925151105,122478,22009,6011,1,999999,999999,999999,122500,999999,999999,
1_2,999999,4,20200925151106,122478,22009,6011,1,999999,999999,999999,122500,999999,999999,
1_2,999999,4,20200925151107,122478,22008,6011,1,999999,999999,999999,122500,999999,999999,
1_2,999999,4,20200925151108,122476,22009,6011,1,999999,999999,999999,122500,999999,999999,
1_2,999999,4,20200925151109,122478,22009,6011,1,999999,999999,999999,122500,999999,999999,
1_2,999999,4,20200925151110,122478,22009,6011,1,999999,999999,999999,122500,999999,999999,
1_2,999999,4,20200925151111,122478,22009,6011,1,999999,999999,999999,122500,999999,999999,
1_2,999999,4,20200925151112,122478,22009,6011,1,999999,999999,999999,122500,999999,999999,
1_2,999999,4,20200925151113,122476,22009,6011,1,999999,999999,999999,122500,999999,999999,
1_2,999999,4,20200925151114,122478,22009,6011,1,999999,999999,999999,122500,999999,999999,
1_2,999999,4,20200925151115,122478,22009,6011,1,999999,999999,999999,122500,999999,999999,
1_2,999999,4,20200925151116,122478,22009,6011,1,999999,999999,999999,114136,999999,999999,
1_2,999999,4,20200925151117,122478,22009,6011,1,999999,999999,999999,114136,999999,999999,
1_2,999999,4,20200925151118,122462,22009,6011,1,999999,999999,999999,114136,21335,999999,
1_2,999999,4,20200925151119,122188,22009,6011,1,999999,999999,999999,114136,21335,999999,
1_2,999999,4,20200925151120,121844,21998,6011,1,999999,999999,999999,114136,21335,999999,
1_2,999999,4,20200925151121,121442,21948,6011,1,999999,999999,999999,114136,21335,999999,
1_2,999999,4,20200925151122,120700,21899,6011,1,999999,999999,999999,114136,21335,999999,
1_2,999999,4,20200925151123,119984,21848,6011,1,999999,999999,999999,114136,21335,999999,
1_2,999999,4,20200925151124,119254,21795,6011,1,999999,999999,999999,114136,21335,999999,
1_2,999999,4,20200925151125,118450,21742,6011,1,999999,999999,999999,114136,21335,999999,
1_2,999999,4,20200925151126,117698,21691,6011,1,999999,999999,999999,114136,21335,999999,
1_2,999999,4,20200925151127,116948,21640,6011,1,999999,999999,999999,114136,21335,999999,
1_2,999999,4,20200925151128,116170,21591,6011,1,999999,999999,999999,114136,21335,999999,
1_2,999999,4,20200925151129,115642,21540,6011,1,999999,999999,999999,114136,21335,999999,
1_2,999999,4,20200925151130,115224,21489,6011,1,999999,999999,999999,114136,21335,999999,
1_2,999999,4,20200925151131,114748,21435,6011,1,999999,999999,999999,114136,21335,999999,
1_2,10422,4,20200925151132,114570,21383,6011,1,999999,999999,999999,114136,21335,2718,
1_2,10422,4,20200925151133,114486,21343,6011,1,999999,999999,999999,114136,21335,999999,
1_2,10422,4,20200925151134,114364,21334,5996,1,999999,999999,999999,114136,21335,999999,
1_2,10422,4,20200925151135,114282,21334,5906,1,999999,999999,999999,114136,21335,999999,
1_2,10422,4,20200925151136,114250,21334,5761,1,999999,999999,999999,114136,21335,999999,
1_2,10422,4,20200925151137,114202,21334,5572,1,999999,999999,999999,114136,21335,999999,
1_2,10422,4,20200925151138,114166,21334,5415,1,999999,999999,999999,114136,21335,999999,
1_2,10422,4,20200925151139,114164,21334,5244,1,999999,999999,999999,114136,21335,999999,
1_2,10422,4,20200925151140,114158,21334,5054,1,999999,999999,999999,114136,21335,999999,
1_2,10422,4,20200925151141,114130,21334,4898,1,999999,999999,999999,114136,21335,999999,
1_2,10422,4,20200925151142,114128,21334,4725,1,999999,999999,999999,114136,21335,999999,
1_2,10422,4,20200925151143,114130,21334,4553,1,999999,999999,999999,114136,21335,999999,
1_2,10422,4,20200925151144,114130,21334,4381,1,999999,999999,999999,114136,21335,999999,
1_2,10422,4,20200925151145,114130,21334,4224,1,999999,999999,999999,114136,21335,999999,
1_2,10422,4,20200925151146,114128,21334,4036,1,999999,999999,999999,114136,21335,999999,
1_2,10422,4,20200925151147,114128,21334,3879,1,999999,999999,999999,114136,21335,999999,
1_2,10422,4,20200925151148,114128,21334,3709,1,999999,999999,999999,114136,21335,999999,
1_2,10422,4,20200925151149,114128,21334,3515,1,999999,999999,999999,114136,21335,999999,
1_2,10422,4,20200925151150,114128,21334,3364,1,999999,999999,999999,114136,21335,999999,
1_2,10422,4,20200925151151,114128,21334,3188,1,999999,999999,999999,114136,21335,999999,
1_2,10422,4,20200925151152,114128,21334,3052,1,999999,999999,999999,114136,21335,999999,
1_2,10422,4,20200925151153,114128,21334,2944,1,999999,999999,999999,114136,21335,999999,
1_2,10422,4,20200925151154,114128,21331,2853,1,999999,999999,999999,114136,21335,999999,
1_2,10422,4,20200925151155,114128,21334,2803,1,999999,999999,999999,114136,21335,999999,
1_2,10422,4,20200925151156,114130,21335,2763,0,999999,999999,999999,114136,21335,999999,
1_2,10422,4,20200925151157,114128,21335,2759,0,999999,999999,999999,114136,21335,999999,
1_2,10422,4,20200925151158,114130,21335,2759,0,999999,999999,999999,114136,21335,999999,
1_2,10422,4,20200925151159,114130,21335,2759,0,999999,999999,999999,114136,21335,999999,
1_2,10422,4,20200925151200,114128,21335,2759,0,999999,999999,999999,114136,21335,999999,
1_2,10422,4,20200925151201,114130,21335,2759,0,999999,999999,999999,114136,21335,999999,
1_2,10422,4,20200925151202,114128,21335,2759,0,999999,999999,999999,114136,21335,999999,
1_2,10422,4,20200925151203,114130,21335,2759,0,999999,999999,999999,114136,21335,999999,
1_2,10422,4,20200925151204,114130,21335,2785,0,999999,999999,999999,114136,21335,999999,
1_2,10422,4,20200925151205,114128,21335,2888,0,999999,999999,999999,114136,21335,999999,
1_2,10422,4,20200925151206,114128,21335,3025,0,999999,999999,999999,114136,21335,999999,
1_2,10422,4,20200925151206,114128,21335,3025,0,999999,999999,999999,114136,21335,999999,
1_2,10422,4,20200925151208,114130,21335,3388,0,999999,999999,999999,114136,21335,999999,
1_2,10422,4,20200925151209,114130,21335,3557,0,999999,999999,999999,114136,21335,999999,
1_2,10422,4,20200925151210,114128,21335,3733,0,999999,999999,999999,114136,21335,999999,
1_2,10422,4,20200925151211,114128,21335,3905,0,999999,999999,999999,114136,21335,999999,
1_2,10422,4,20200925151212,114130,21335,4077,0,999999,999999,999999,114136,21335,999999,
1_2,10522,4,20200925151213,114130,21335,4248,0,255482,999999,999999,999999,999999,999999,
1_2,10522,4,20200925151214,114130,21335,4422,0,255482,999999,999999,999999,999999,999999,
1_2,999999,4,20200925151215,114124,21335,4579,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151216,114362,21335,4765,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151217,114828,21338,4940,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151218,115552,21376,5095,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151219,116628,21441,5287,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151220,117826,21490,5438,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151221,119192,21544,5614,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151222,120762,21601,5781,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151223,122132,21647,5857,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151224,123634,21698,5895,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151224,123634,21698,5895,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151226,126742,21807,5981,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151227,128194,21860,6011,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151228,129828,21912,6011,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151229,131178,21962,6011,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151230,132750,22014,6011,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151231,134432,22069,6011,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151232,135796,22119,6011,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151233,137384,22175,6011,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151234,138998,22223,6011,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151235,140490,22242,6011,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151236,141936,22243,6011,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151237,143592,22243,6011,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151238,145034,22243,6011,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151239,146540,22242,6011,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151240,148120,22243,6011,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151241,149630,22243,6011,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151242,151100,22243,6011,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151243,152764,22243,6011,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151244,154208,22243,6011,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151245,155634,22243,6011,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151246,157322,22242,6011,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151247,158774,22243,6011,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151248,160208,22244,6011,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151249,161792,22243,6011,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151250,163394,22243,6011,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151251,164834,22243,6011,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151252,166502,22243,6011,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151253,167946,22243,6011,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151254,169398,22243,6011,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151255,171020,22243,6011,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151256,172504,22242,6011,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151257,174020,22242,6011,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151258,175610,22243,6011,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151259,177106,22243,6011,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151300,178552,22242,6011,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151301,180210,22243,6011,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151302,181628,22243,6011,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151303,183164,22242,6011,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151304,184790,22243,6011,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151305,186180,22242,6011,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151306,187746,22243,6011,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151307,189418,22243,6011,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151308,190824,22243,6011,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151309,192296,22243,6011,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151310,193974,22243,6011,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151311,195414,22242,6011,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151312,196920,22243,6011,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151313,198530,22243,6011,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151314,200034,22243,6011,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151315,201410,22243,6011,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151316,203136,22243,6011,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151317,204584,22243,6011,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151318,206008,22243,6011,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151319,207598,22243,6011,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151320,209132,22243,6011,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151321,210634,22243,6011,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151322,212224,22243,6011,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151323,213764,22243,6011,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151324,215206,22243,6011,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151325,216790,22243,6011,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151326,218338,22243,6011,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151327,219830,22243,6011,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151328,221436,22243,6011,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151329,222912,22243,6011,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151330,224412,22243,6011,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151331,226000,22243,6011,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151332,227522,22243,6011,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151333,228984,22243,6011,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151334,230634,22243,6011,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151335,231986,22243,6011,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151336,233590,22243,6011,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151337,235206,22242,6011,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151338,236716,22243,6011,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151339,238164,22242,6011,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151340,239838,22242,6011,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151341,241188,22243,6011,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151342,242738,22243,6011,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151343,244400,22242,6011,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151344,245834,22243,6011,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151345,247322,22243,6011,0,255482,22230,999999,999999,999999,999999,
1_2,999999,4,20200925151346,248910,22242,6011,0,255482,22230,999999,999999,999999,999999,
1_2,10522,4,20200925151347,250380,22242,6011,0,255482,22230,999999,999999,999999,999999,
1_2,10522,4,20200925151348,251612,22242,6010,0,255482,22230,999999,999999,999999,999999,
1_2,10522,4,20200925151349,252776,22243,5949,0,255482,22230,999999,999999,999999,999999,
1_2,10522,4,20200925151350,253538,22243,5813,0,255482,22230,999999,999999,999999,999999,
1_2,10522,4,20200925151351,254070,22243,5641,0,255482,22230,999999,999999,999999,999999,
1_2,10522,4,20200925151352,254388,22243,5464,0,255482,22230,999999,999999,999999,999999,
1_2,10522,4,20200925151353,254458,22243,5296,0,255482,22230,999999,999999,999999,999999,
1_2,10522,4,20200925151354,254564,22243,5120,0,255482,22230,999999,999999,999999,999999,
1_2,10522,4,20200925151355,254656,22243,4950,0,255482,22230,999999,999999,999999,999999,
1_2,10522,4,20200925151356,254738,22243,4775,0,255482,22230,999999,999999,999999,999999,
1_2,10522,4,20200925151357,254832,22243,4623,0,255482,22230,999999,999999,999999,999999,
1_2,10522,4,20200925151358,254938,22243,4431,0,255482,22230,999999,999999,999999,999999,
1_2,10522,4,20200925151359,255036,22243,4277,0,255482,22230,999999,999999,999999,999999,
1_2,10522,4,20200925151400,255128,22243,4119,0,255482,22230,999999,999999,999999,999999,
1_2,10522,4,20200925151401,255228,22243,3914,0,255482,22230,999999,999999,999999,999999,
1_2,10522,4,20200925151402,255318,22243,3759,0,255482,22230,999999,999999,999999,999999,
1_2,10522,4,20200925151403,255376,22243,3602,0,255482,22230,999999,999999,999999,999999,
1_2,10522,4,20200925151404,255426,22243,3413,0,255482,22230,999999,999999,999999,999999,
1_2,10522,4,20200925151405,255462,22243,3258,0,255482,22230,999999,999999,999999,999999,
1_2,10522,4,20200925151406,255460,22243,3132,0,255482,22230,999999,999999,999999,999999,
1_2,10522,4,20200925151407,255468,22243,3073,0,255482,22230,999999,999999,999999,999999,
1_2,10522,4,20200925151408,255466,22243,3032,0,255482,22230,999999,999999,999999,999999,
1_2,10522,4,20200925151409,255464,22243,2927,0,255482,22230,999999,999999,999999,999999,
1_2,10522,4,20200925151410,255466,22243,2762,0,255482,22230,999999,999999,999999,999999,
1_2,10522,4,20200925151411,255466,22243,2588,0,255482,22230,999999,999999,999999,999999,
1_2,10522,4,20200925151412,255466,22243,2418,0,255482,22230,999999,999999,999999,999999,
1_2,10522,4,20200925151413,255466,22243,2241,0,255482,22230,999999,999999,999999,999999,
1_2,10522,4,20200925151414,255466,22243,2072,0,255482,22230,999999,999999,999999,999999,
1_2,10522,4,20200925151415,255466,22243,1914,0,255482,22230,999999,999999,999999,999999,
